seqID,shortSeq,startTime,endTime,seqDuration,numberOfPhotos,numberOfDifferentPOIs,photoID,poiID,poiName,poiTheme,poiLat,poiLon,dateTaken,unixTimestamp,userID
1,True,2013-04-07 05:59:12,2013-04-07 06:08:16,544,2,2,8636126004,12,Qutb_complex,Architectural,28.524382,77.18543,2013-04-07 05:59:12,1365314352,10126637@N02
1,True,2013-04-07 05:59:12,2013-04-07 06:08:16,544,2,2,8635021631,11,Qutub_Minar,Architectural,28.524355,77.185248,2013-04-07 06:08:16,1365314896,10126637@N02
2,True,2012-03-19 01:10:49,2012-03-19 01:12:19,90,2,1,7133494159,18,Jama_Masjid_Delhi,Religious,28.6507,77.2334,2012-03-19 01:10:49,1332119449,10216976@N05
2,True,2012-03-19 01:10:49,2012-03-19 01:12:19,90,2,1,7133492891,18,Jama_Masjid_Delhi,Religious,28.6507,77.2334,2012-03-19 01:12:19,1332119539,10216976@N05
4,True,2009-10-20 00:59:35,2009-10-20 06:07:54,18499,16,2,7909378764,18,Jama_Masjid_Delhi,Religious,28.6507,77.2334,2009-10-20 00:59:35,1256000375,10297667@N06
4,True,2009-10-20 00:59:35,2009-10-20 06:07:54,18499,16,2,7909378182,18,Jama_Masjid_Delhi,Religious,28.6507,77.2334,2009-10-20 01:30:54,1256002254,10297667@N06
4,True,2009-10-20 00:59:35,2009-10-20 06:07:54,18499,16,2,7909377748,18,Jama_Masjid_Delhi,Religious,28.6507,77.2334,2009-10-20 03:03:50,1256007830,10297667@N06
4,True,2009-10-20 00:59:35,2009-10-20 06:07:54,18499,16,2,7909377308,18,Jama_Masjid_Delhi,Religious,28.6507,77.2334,2009-10-20 03:05:32,1256007932,10297667@N06
4,True,2009-10-20 00:59:35,2009-10-20 06:07:54,18499,16,2,7909376910,18,Jama_Masjid_Delhi,Religious,28.6507,77.2334,2009-10-20 03:12:30,1256008350,10297667@N06
4,True,2009-10-20 00:59:35,2009-10-20 06:07:54,18499,16,2,7909376692,18,Jama_Masjid_Delhi,Religious,28.6507,77.2334,2009-10-20 03:16:59,1256008619,10297667@N06
4,True,2009-10-20 00:59:35,2009-10-20 06:07:54,18499,16,2,7909376086,18,Jama_Masjid_Delhi,Religious,28.6507,77.2334,2009-10-20 03:22:55,1256008975,10297667@N06
4,True,2009-10-20 00:59:35,2009-10-20 06:07:54,18499,16,2,7909375574,18,Jama_Masjid_Delhi,Religious,28.6507,77.2334,2009-10-20 03:23:52,1256009032,10297667@N06
4,True,2009-10-20 00:59:35,2009-10-20 06:07:54,18499,16,2,7909375086,18,Jama_Masjid_Delhi,Religious,28.6507,77.2334,2009-10-20 03:36:32,1256009792,10297667@N06
4,True,2009-10-20 00:59:35,2009-10-20 06:07:54,18499,16,2,7909374538,18,Jama_Masjid_Delhi,Religious,28.6507,77.2334,2009-10-20 03:42:37,1256010157,10297667@N06
