seqID,shortSeq,startTime,endTime,seqDuration,numberOfPhotos,numberOfDifferentPOIs,photoID,poiID,poiName,poiTheme,poiLat,poiLon,dateTaken,unixTimestamp,userID
1,True,2013-04-28 10:53:58,2013-04-28 11:05:54,716,4,1,8703140158,8,Donauturm,Structures,48.24,16.41083,2013-04-28 10:53:58,1367146438,10002536@N02
1,True,2013-04-28 10:53:58,2013-04-28 11:05:54,716,4,1,8703142404,8,Donauturm,Structures,48.24,16.41083,2013-04-28 11:02:04,1367146924,10002536@N02
1,True,2013-04-28 10:53:58,2013-04-28 11:05:54,716,4,1,8703142278,8,Donauturm,Structures,48.24,16.41083,2013-04-28 11:05:03,1367147103,10002536@N02
1,True,2013-04-28 10:53:58,2013-04-28 11:05:54,716,4,1,8702020493,8,Donauturm,Structures,48.24,16.41083,2013-04-28 11:05:54,1367147154,10002536@N02
2,True,2008-11-22 22:38:11,2008-11-23 00:41:29,7398,50,1,3074192212,5,Hofburg_Palace,Palace,48.206507,16.365262,2008-11-22 22:38:11,1227393491,10014440@N06
2,True,2008-11-22 22:38:11,2008-11-23 00:41:29,7398,50,1,3073357241,5,Hofburg_Palace,Palace,48.206507,16.365262,2008-11-22 22:40:01,1227393601,10014440@N06
2,True,2008-11-22 22:38:11,2008-11-23 00:41:29,7398,50,1,3074192748,5,Hofburg_Palace,Palace,48.206507,16.365262,2008-11-22 22:40:59,1227393659,10014440@N06
2,True,2008-11-22 22:38:11,2008-11-23 00:41:29,7398,50,1,3074193062,5,Hofburg_Palace,Palace,48.206507,16.365262,2008-11-22 22:42:26,1227393746,10014440@N06
2,True,2008-11-22 22:38:11,2008-11-23 00:41:29,7398,50,1,3073358057,5,Hofburg_Palace,Palace,48.206507,16.365262,2008-11-22 22:43:45,1227393825,10014440@N06
2,True,2008-11-22 22:38:11,2008-11-23 00:41:29,7398,50,1,3074193502,5,Hofburg_Palace,Palace,48.206507,16.365262,2008-11-22 22:45:05,1227393905,10014440@N06
2,True,2008-11-22 22:38:11,2008-11-23 00:41:29,7398,50,1,3073358593,5,Hofburg_Palace,Palace,48.206507,16.365262,2008-11-22 22:45:46,1227393946,10014440@N06
2,True,2008-11-22 22:38:11,2008-11-23 00:41:29,7398,50,1,3074194040,5,Hofburg_Palace,Palace,48.206507,16.365262,2008-11-22 22:46:33,1227393993,10014440@N06
2,True,2008-11-22 22:38:11,2008-11-23 00:41:29,7398,50,1,3073359083,5,Hofburg_Palace,Palace,48.206507,16.365262,2008-11-22 22:46:43,1227394003,10014440@N06
2,True,2008-11-22 22:38:11,2008-11-23 00:41:29,7398,50,1,3073359455,5,Hofburg_Palace,Palace,48.206507,16.365262,2008-11-22 22:47:22,1227394042,10014440@N06
2,True,2008-11-22 22:38:11,2008-11-23 00:41:29,7398,50,1,3073359735,5,Hofburg_Palace,Palace,48.206507,16.365262,2008-11-22 22:47:35,1227394055,10014440@N06
2,True,2008-11-22 22:38:11,2008-11-23 00:41:29,7398,50,1,3074195080,5,Hofburg_Palace,Palace,48.206507,16.365262,2008-11-22 22:47:39,1227394059,10014440@N06
2,True,2008-11-22 22:38:11,2008-11-23 00:41:29,7398,50,1,3074195368,5,Hofburg_Palace,Palace,48.206507,16.365262,2008-11-22 22:48:52,1227394132,10014440@N06
2,True,2008-11-22 22:38:11,2008-11-23 00:41:29,7398,50,1,3074195632,5,Hofburg_Palace,Palace,48.206507,16.365262,2008-11-22 22:51:22,1227394282,10014440@N06
2,True,2008-11-22 22:38:11,2008-11-23 00:41:29,7398,50,1,3073360767,5,Hofburg_Palace,Palace,48.206507,16.365262,2008-11-22 22:52:03,1227394323,10014440@N06
2,True,2008-11-22 22:38:11,2008-11-23 00:41:29,7398,50,1,3073361013,5,Hofburg_Palace,Palace,48.206507,16.365262,2008-11-22 22:52:16,1227394336,10014440@N06
2,True,2008-11-22 22:38:11,2008-11-23 00:41:29,7398,50,1,3074196412,5,Hofburg_Palace,Palace,48.206507,16.365262,2008-11-22 22:52:45,1227394365,10014440@N06
2,True,2008-11-22 22:38:11,2008-11-23 00:41:29,7398,50,1,3074196640,5,Hofburg_Palace,Palace,48.206507,16.365262,2008-11-22 22:54:11,1227394451,10014440@N06
2,True,2008-11-22 22:38:11,2008-11-23 00:41:29,7398,50,1,3074196892,5,Hofburg_Palace,Palace,48.206507,16.365262,2008-11-22 22:55:27,1227394527,10014440@N06
2,True,2008-11-22 22:38:11,2008-11-23 00:41:29,7398,50,1,3074197168,5,Hofburg_Palace,Palace,48.206507,16.365262,2008-11-22 22:56:02,1227394562,10014440@N06
2,True,2008-11-22 22:38:11,2008-11-23 00:41:29,7398,50,1,3074197446,5,Hofburg_Palace,Palace,48.206507,16.365262,2008-11-22 22:57:10,1227394630,10014440@N06
