seqID,shortSeq,startTime,endTime,seqDuration,numberOfPhotos,numberOfDifferentPOIs,photoID,poiID,poiName,poiTheme,poiLat,poiLon,dateTaken,unixTimestamp,userID
2340,False,2001-11-26 19:11:54,2001-11-27 00:20:35,18521,7,4,2104214833,40,Parliament House,Institutions,-37.811055,144.97329,2001-11-26 19:11:54,1006801914,49503207397@N01
2340,False,2001-11-26 19:11:54,2001-11-27 00:20:35,18521,7,4,2104993710,71,Federation Square,Parks and spaces,-37.817798,144.968714,2001-11-26 19:32:32,1006803152,49503207397@N01
2340,False,2001-11-26 19:11:54,2001-11-27 00:20:35,18521,7,4,2104215119,71,Federation Square,Parks and spaces,-37.817798,144.968714,2001-11-26 19:32:57,1006803177,49503207397@N01
2340,False,2001-11-26 19:11:54,2001-11-27 00:20:35,18521,7,4,2104994064,71,Federation Square,Parks and spaces,-37.817798,144.968714,2001-11-26 19:40:11,1006803611,49503207397@N01
2340,False,2001-11-26 19:11:54,2001-11-27 00:20:35,18521,7,4,2104215635,35,Melbourne Town Hall,Institutions,-37.815145,144.966777,2001-11-26 20:05:29,1006805129,49503207397@N01
2340,False,2001-11-26 19:11:54,2001-11-27 00:20:35,18521,7,4,2104994566,35,Melbourne Town Hall,Institutions,-37.815145,144.966777,2001-11-26 20:05:51,1006805151,49503207397@N01
2340,False,2001-11-26 19:11:54,2001-11-27 00:20:35,18521,7,4,2104215953,9,Bourke Street,Shopping,-37.8139,144.96452,2001-11-27 00:20:35,1006820435,49503207397@N01
3351,True,2002-03-15 08:32:37,2002-03-15 12:14:46,13329,7,1,3098790205,28,Melbourne Zoo,Entertainment,-37.784762,144.952095,2002-03-15 08:32:37,1016181157,68151423@N00
3351,True,2002-03-15 08:32:37,2002-03-15 12:14:46,13329,7,1,3098790261,28,Melbourne Zoo,Entertainment,-37.784762,144.952095,2002-03-15 08:32:39,1016181159,68151423@N00
3351,True,2002-03-15 08:32:37,2002-03-15 12:14:46,13329,7,1,3098790327,28,Melbourne Zoo,Entertainment,-37.784762,144.952095,2002-03-15 08:32:40,1016181160,68151423@N00
3351,True,2002-03-15 08:32:37,2002-03-15 12:14:46,13329,7,1,3099673088,28,Melbourne Zoo,Entertainment,-37.784762,144.952095,2002-03-15 08:59:14,1016182754,68151423@N00
3351,True,2002-03-15 08:32:37,2002-03-15 12:14:46,13329,7,1,3098840183,28,Melbourne Zoo,Entertainment,-37.784762,144.952095,2002-03-15 08:59:41,1016182781,68151423@N00
3351,True,2002-03-15 08:32:37,2002-03-15 12:14:46,13329,7,1,3098841465,28,Melbourne Zoo,Entertainment,-37.784762,144.952095,2002-03-15 09:00:23,1016182823,68151423@N00
3351,True,2002-03-15 08:32:37,2002-03-15 12:14:46,13329,7,1,3098869035,28,Melbourne Zoo,Entertainment,-37.784762,144.952095,2002-03-15 12:14:46,1016194486,68151423@N00
3272,True,2002-06-09 12:52:09,2002-06-09 14:13:01,4852,2,1,5026068297,57,Melbourne Cricket Ground (MCG),Sport,-37.82,144.98333,2002-06-09 12:52:09,1023627129,66847065@N00
3272,True,2002-06-09 12:52:09,2002-06-09 14:13:01,4852,2,1,5026089263,57,Melbourne Cricket Ground (MCG),Sport,-37.82,144.98333,2002-06-09 14:13:01,1023631981,66847065@N00
1694,True,2002-10-15 11:17:30,2002-10-15 11:47:46,1816,21,1,17360487,71,Federation Square,Parks and spaces,-37.817798,144.968714,2002-10-15 11:17:30,1034680650,37912374670@N01
1694,True,2002-10-15 11:17:30,2002-10-15 11:47:46,1816,21,1,17360503,71,Federation Square,Parks and spaces,-37.817798,144.968714,2002-10-15 11:17:49,1034680669,37912374670@N01
1694,True,2002-10-15 11:17:30,2002-10-15 11:47:46,1816,21,1,17360508,71,Federation Square,Parks and spaces,-37.817798,144.968714,2002-10-15 11:21:55,1034680915,37912374670@N01
1694,True,2002-10-15 11:17:30,2002-10-15 11:47:46,1816,21,1,17360512,71,Federation Square,Parks and spaces,-37.817798,144.968714,2002-10-15 11:28:54,1034681334,37912374670@N01
1694,True,2002-10-15 11:17:30,2002-10-15 11:47:46,1816,21,1,17360519,71,Federation Square,Parks and spaces,-37.817798,144.968714,2002-10-15 11:29:03,1034681343,37912374670@N01
1694,True,2002-10-15 11:17:30,2002-10-15 11:47:46,1816,21,1,17360525,71,Federation Square,Parks and spaces,-37.817798,144.968714,2002-10-15 11:29:48,1034681388,37912374670@N01
1694,True,2002-10-15 11:17:30,2002-10-15 11:47:46,1816,21,1,17360534,71,Federation Square,Parks and spaces,-37.817798,144.968714,2002-10-15 11:29:49,1034681389,37912374670@N01
1694,True,2002-10-15 11:17:30,2002-10-15 11:47:46,1816,21,1,17360541,71,Federation Square,Parks and spaces,-37.817798,144.968714,2002-10-15 11:30:07,1034681407,37912374670@N01
1694,True,2002-10-15 11:17:30,2002-10-15 11:47:46,1816,21,1,17360554,71,Federation Square,Parks and spaces,-37.817798,144.968714,2002-10-15 11:30:12,1034681412,37912374670@N01
1694,True,2002-10-15 11:17:30,2002-10-15 11:47:46,1816,21,1,17360558,71,Federation Square,Parks and spaces,-37.817798,144.968714,2002-10-15 11:30:21,1034681421,37912374670@N01
1694,True,2002-10-15 11:17:30,2002-10-15 11:47:46,1816,21,1,17360564,71,Federation Square,Parks and spaces,-37.817798,144.968714,2002-10-15 11:30:22,1034681422,37912374670@N01
1694,True,2002-10-15 11:17:30,2002-10-15 11:47:46,1816,21,1,17360576,71,Federation Square,Parks and spaces,-37.817798,144.968714,2002-10-15 11:31:14,1034681474,37912374670@N01
1694,True,2002-10-15 11:17:30,2002-10-15 11:47:46,1816,21,1,17360592,71,Federation Square,Parks and spaces,-37.817798,144.968714,2002-10-15 11:35:41,1034681741,37912374670@N01
1694,True,2002-10-15 11:17:30,2002-10-15 11:47:46,1816,21,1,17360608,71,Federation Square,Parks and spaces,-37.817798,144.968714,2002-10-15 11:35:44,1034681744,37912374670@N01
1694,True,2002-10-15 11:17:30,2002-10-15 11:47:46,1816,21,1,17360616,71,Federation Square,Parks and spaces,-37.817798,144.968714,2002-10-15 11:35:46,1034681746,37912374670@N01
1694,True,2002-10-15 11:17:30,2002-10-15 11:47:46,1816,21,1,17360630,71,Federation Square,Parks and spaces,-37.817798,144.968714,2002-10-15 11:43:16,1034682196,37912374670@N01
1694,True,2002-10-15 11:17:30,2002-10-15 11:47:46,1816,21,1,17360636,71,Federation Square,Parks and spaces,-37.817798,144.968714,2002-10-15 11:43:46,1034682226,37912374670@N01
1694,True,2002-10-15 11:17:30,2002-10-15 11:47:46,1816,21,1,17360639,71,Federation Square,Parks and spaces,-37.817798,144.968714,2002-10-15 11:44:10,1034682250,37912374670@N01
1694,True,2002-10-15 11:17:30,2002-10-15 11:47:46,1816,21,1,17360655,71,Federation Square,Parks and spaces,-37.817798,144.968714,2002-10-15 11:46:08,1034682368,37912374670@N01
